image,title,artist,year,movement
https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Edgar_Degas_Place_de_la_Concorde.jpg/1920px-Edgar_Degas_Place_de_la_Concorde.jpg,place de la concorde,edgar degas,1875,realism / impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Edgar_Germain_Hilaire_Degas_029.jpg/1920px-Edgar_Germain_Hilaire_Degas_029.jpg,la toilette (woman combing her hair),edgar degas,1884-1886,impressionism / realism
https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Dancers-%281900%29-Degas.jpg/1280px-Dancers-%281900%29-Degas.jpg,dancers,edgar degas,1900,impressionism / realism
https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Degas%2C_A_Woman_Seated_beside_a_Vase_of_Flowers_%28Madame_Paul_Valpin%C3%A7on%29.jpg/1920px-Degas%2C_A_Woman_Seated_beside_a_Vase_of_Flowers_%28Madame_Paul_Valpin%C3%A7on%29.jpg,woman seated beside a vase of flowers,edgar degas,1865,realism / impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Edgar_Germain_Hilaire_Degas_004.jpg/1920px-Edgar_Germain_Hilaire_Degas_004.jpg,ballet rehearsal,edgar degas,1873,impressionism / realism
https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Edgar_Degas_-_At_the_Races_in_the_Countryside_-_Google_Art_Project.jpg/1920px-Edgar_Degas_-_At_the_Races_in_the_Countryside_-_Google_Art_Project.jpg,at the races in the countryside,edgar degas,1869,realism / impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Edgar_Germain_Hilaire_Degas_037.jpg/1280px-Edgar_Germain_Hilaire_Degas_037.jpg,at the cafe-concert: the song of the dog,edgar degas,1875-1877,impressionism / realism
https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Edgar_Degas_-_Chasse_de_danse.jpg/1920px-Edgar_Degas_-_Chasse_de_danse.jpg,the dancing class,edgar degas,1871,realism / impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Edgar_Germain_Hilaire_Degas_069.jpg/1280px-Edgar_Germain_Hilaire_Degas_069.jpg,dancer with a bouquet of flowers (star of the ballet),edgar degas,1878,impressionism / realism
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Edgar_Degas_-_Waiting_-_Google_Art_Project.jpg/1920px-Edgar_Degas_-_Waiting_-_Google_Art_Project.jpg,waiting,edgar degas,1880-1882,impressionism / realism
https://upload.wikimedia.org/wikipedia/commons/0/0a/Edgar_Degas_-_Before_the_Race_-_Walters_37850.jpg,before the race,edgar degas,1882-1884,impressionism / realism
https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Edgar_Degas_-_The_Millinery_Shop_-_Google_Art_Project.jpg/1920px-Edgar_Degas_-_The_Millinery_Shop_-_Google_Art_Project.jpg,the millinery shop,edgar degas,1885,impressionism / realism
https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Edgar_Degas_-_Dancers_at_the_Barre_-_Google_Art_Project.jpg/1280px-Edgar_Degas_-_Dancers_at_the_Barre_-_Google_Art_Project.jpg,dancers at the bar,edgar degas,1888,impressionism / realism
https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Three_Dancers_in_Yellow_Skirts_Edgar_Degas.JPG/1280px-Three_Dancers_in_Yellow_Skirts_Edgar_Degas.JPG,three dancers in yellow skirts,edgar degas,1891,impressionism / realism
https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Edgar_Germain_Hilaire_Degas_076.jpg/1920px-Edgar_Germain_Hilaire_Degas_076.jpg,blue dancers,edgar degas,1897,impressionism / realism
https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Edgar_Germain_Hilaire_Degas_024.jpg/1280px-Edgar_Germain_Hilaire_Degas_024.jpg,three dancers in an exercise hall,edgar degas,1880,impressionism / realism
https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Edgar_Germain_Hilaire_Degas_076.jpg/1920px-Edgar_Germain_Hilaire_Degas_076.jpg,blue dancers,edgar degas,1897,impressionism / realism
https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Edgar_Degas_-_The_Tub_%28Woman_in_a_Tub%29_%281886%29_Google_Art_Project.jpg/1920px-Edgar_Degas_-_The_Tub_%28Woman_in_a_Tub%29_%281886%29_Google_Art_Project.jpg,woman in a tub,edgar degas,1886,impressionism / realism
https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Auguste_Renoir_-_The_Swing_-_Google_Art_Project.jpg/1280px-Auguste_Renoir_-_The_Swing_-_Google_Art_Project.jpg,the swing (la balancoire),pierre-auguste renoir,1876,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Pierre-Auguste_Renoir%2C_1880%2C_Portrait_of_Mademoiselle_Ir%C3%A8ne_Cahen_d%27Anvers%2C_Sammlung_E.G._B%C3%BChrle.jpg/1280px-Pierre-Auguste_Renoir%2C_1880%2C_Portrait_of_Mademoiselle_Ir%C3%A8ne_Cahen_d%27Anvers%2C_Sammlung_E.G._B%C3%BChrle.jpg,portrait of irene cahen d'anvers (la petite irene),pierre-auguste renoir,1880,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Auguste_Renoir_-_Young_Girls_at_the_Piano_-_Google_Art_Project.jpg/1280px-Auguste_Renoir_-_Young_Girls_at_the_Piano_-_Google_Art_Project.jpg,girls at the piano,pierre-auguste renoir,1892,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Pierre-Auguste_Renoir_-_Spring_Bouquet_-_1943.277_-_Fogg_Museum.jpg/1280px-Pierre-Auguste_Renoir_-_Spring_Bouquet_-_1943.277_-_Fogg_Museum.jpg,spring bouquet,pierre-auguste renoir,1866,impressionism
https://upload.wikimedia.org/wikipedia/commons/3/3c/Dans_la_for%C3%AAt_de_Fontainebleau_1866.jpg,dans la foret de fontainebleau,pierre-auguste renoir,1866,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Auguste_Renoir_-_La_Grenouill%C3%A8re_-_Google_Art_Project.jpg/1920px-Auguste_Renoir_-_La_Grenouill%C3%A8re_-_Google_Art_Project.jpg,la grenouillere,pierre-auguste renoir,1868,impressionism
https://upload.wikimedia.org/wikipedia/commons/4/46/Pierre-Auguste_Renoir%2C_Danseuse.jpg,the dancer,pierre-auguste renoir,1874,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Renoirgarden.jpg/1920px-Renoirgarden.jpg,woman with a parasol in a garden,pierre-auguste renoir,1875,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Les_Grands_Boulevards_-_Renoir_-_1875_-_NG.jpg/1920px-Les_Grands_Boulevards_-_Renoir_-_1875_-_NG.jpg,the grands boulevards,pierre-auguste renoir,1875,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Campo_de_trigo.jpg/1920px-Campo_de_trigo.jpg,wheatfield,pierre-auguste renoir,1879,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Pierre-Auguste_Renoir_096.jpg/1280px-Pierre-Auguste_Renoir_096.jpg,portrait of jeanne samary,pierre-auguste renoir,1877,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Pierre-Auguste_Renoir_-_By_the_Water.jpg/1920px-Pierre-Auguste_Renoir_-_By_the_Water.jpg,by the water,pierre-auguste renoir,1880,impressionism
https://upload.wikimedia.org/wikipedia/commons/b/ba/Renoir_%D0%94%D0%B5%D0%B2%D1%83%D1%88%D0%BA%D0%B8_%D0%B2_%D1%87%D0%B5%D1%80%D0%BD%D0%BE%D0%BC.jpg,young women in black,pierre-auguste renoir,1880-1882,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Pierre_Auguste_Renoir_-_The_Piazza_San_Marco%2C_Venice_-_Google_Art_Project.jpg/1920px-Pierre_Auguste_Renoir_-_The_Piazza_San_Marco%2C_Venice_-_Google_Art_Project.jpg,the piazza san marco,pierre-auguste renoir,1881,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Pierre-Auguste_Renoir_-_Children_on_the_Seashore%2C_Guernsey_%28Enfants_au_bord_de_la_mer_%C3%A0_Guernesey%29_-_BF10_-_Barnes_Foundation.jpg/1920px-Pierre-Auguste_Renoir_-_Children_on_the_Seashore%2C_Guernsey_%28Enfants_au_bord_de_la_mer_%C3%A0_Guernesey%29_-_BF10_-_Barnes_Foundation.jpg,children at the beach at guernsey,pierre-auguste renoir,1883,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Pierre-Auguste_Renoir_-_Suzanne_Valadon_-_La_Natte_-_Girl_Braiding_Her_Hair.jpg/1280px-Pierre-Auguste_Renoir_-_Suzanne_Valadon_-_La_Natte_-_Girl_Braiding_Her_Hair.jpg,girl braiding her hair (suzanne valadon),pierre-auguste renoir,1885,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Still_Life_with_Flowers_and_Prickly_Pears_MET_DP257756.jpg/1280px-Still_Life_with_Flowers_and_Prickly_Pears_MET_DP257756.jpg,still life with flowers and prickly pears,pierre-auguste renoir,1885,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Pierre_Auguste_Renoir_-_Paysage_%C3%A0_La_Roche-Guyon.jpg/1920px-Pierre_Auguste_Renoir_-_Paysage_%C3%A0_La_Roche-Guyon.jpg,paysage a la roche-guyon,pierre-auguste renoir,1887,impressionism
https://upload.wikimedia.org/wikipedia/commons/7/7b/Pierre-Auguste_Renoir_-_Jeune_fille_au_ruban_bleu.jpg,young woman with a blue choker,pierre-auguste renoir,1888,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/The_Farm_at_Les_Collettes%2C_Cagnes_MET_DT215205.jpg/1920px-The_Farm_at_Les_Collettes%2C_Cagnes_MET_DT215205.jpg,"the farm at les collettes, cagnes",pierre-auguste renoir,1908-1914,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Renoir%2C_Pierre-Auguste_-_Self-portrait_-_Harvard_Art_Museums.Fogg_Museum.jpg/1280px-Renoir%2C_Pierre-Auguste_-_Self-portrait_-_Harvard_Art_Museums.Fogg_Museum.jpg,self-portrait,pierre-auguste renoir,1876,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Renoir_Self-Portrait_1910.jpg/1280px-Renoir_Self-Portrait_1910.jpg,self-portrait,pierre-auguste renoir,1910,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Pierre-Auguste_Renoir_-_Autoportrait_5.JPG/1280px-Pierre-Auguste_Renoir_-_Autoportrait_5.JPG,self-portrait,pierre-auguste renoir,1910,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/1887%2C_Renoir%2C_Nu_Dans_un_Paysage.jpg/1920px-1887%2C_Renoir%2C_Nu_Dans_un_Paysage.jpg,nude in a landscape,pierre-auguste renoir,1887,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Gustave_Caillebotte_-_Jeune_homme_%C3%A0_sa_fen%C3%AAtre_%28B_32%29.jpg/1280px-Gustave_Caillebotte_-_Jeune_homme_%C3%A0_sa_fen%C3%AAtre_%28B_32%29.jpg,young man at his window,gustave caillebotte,1876,realism / impressionism
https://upload.wikimedia.org/wikipedia/commons/0/00/Caillebotte-PontdeL%27Europe-Geneva.jpg,le pont de l'europe,gustave caillebotte,1876,realism / impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Lyon_1er_-_Mus%C3%A9e_des_Beaux-Arts_-_Salle_229_-_Partie_de_bateau_%28Gustave_Caillebotte%29_%28cropped%29.jpg/1920px-Lyon_1er_-_Mus%C3%A9e_des_Beaux-Arts_-_Salle_229_-_Partie_de_bateau_%28Gustave_Caillebotte%29_%28cropped%29.jpg,boating party,gustave caillebotte,1877-1878,impressionism / realism
https://upload.wikimedia.org/wikipedia/commons/e/e5/G._Caillebotte_-_Le_jardin_du_Petit_Gennevilliers_en_hiver.jpg,le jardin du petit gennevilliers en hiver,gustave caillebotte,1894,impressionism
https://upload.wikimedia.org/wikipedia/commons/2/24/Caillebotte_-_The_Seine_at_Argenteuil%2C_c._1892.jpg,the seine at argenteuil,gustave caillebotte,1892,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Cailebotte_-_Nature_Morte.jpg/1280px-Cailebotte_-_Nature_Morte.jpg,yellow roses in a vase,gustave caillebotte,1882,impressionism
https://upload.wikimedia.org/wikipedia/commons/b/b2/G._Caillebotte_-_Les_jardiniers.jpg,les jardiniers,gustave caillebotte,1875,realism / impressionism
https://upload.wikimedia.org/wikipedia/commons/9/99/G._Caillebotte_-_L%27Yerres%2C_pluie.jpg,"l'yerres, effet de pluie",gustave caillebotte,1875,realism / impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Gustave_Caillebotte_Boating_on_the_Yerres.jpg/1920px-Gustave_Caillebotte_Boating_on_the_Yerres.jpg,skiffs (perissoires),gustave caillebotte,1877,impressionism / realism
https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Gustave_Caillebotte_-_The_Orange_Trees_-_Google_Art_Project.jpg/1280px-Gustave_Caillebotte_-_The_Orange_Trees_-_Google_Art_Project.jpg,les orangers,gustave caillebotte,1878,impressionism / realism
https://upload.wikimedia.org/wikipedia/commons/e/e8/G._Caillebotte_-_Les_P%C3%A9rissoires_%281878%29.jpg,les perissoires,gustave caillebotte,1878,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Gustave_Caillebotte_-_Rue_Hal%C3%A9vy%2C_vue_d%27un_sixi%C3%A8me_%C3%A9tage.jpg/1920px-Gustave_Caillebotte_-_Rue_Hal%C3%A9vy%2C_vue_d%27un_sixi%C3%A8me_%C3%A9tage.jpg,"rue halevy, from the 6th floor",gustave caillebotte,1878,impressionism
https://upload.wikimedia.org/wikipedia/commons/1/19/Gustave_Caillebotte_Boulevard_des_Italiens.jpg,boulevard des italiens,gustave caillebotte,1880,impressionism
https://en.wikipedia.org/wiki/File:Gustave_Caillebotte_-_Rooftops_in_the_Snow_(snow_effect)_-_Google_Art_Project.jpg,vue de toits (effet de neige),gustave caillebotte,1878,impressionism
https://upload.wikimedia.org/wikipedia/commons/b/b5/G._Caillebotte_-_Un_balcon_%281880%29.jpg,un balcon,gustave caillebotte,1880,impressionism / realism
https://upload.wikimedia.org/wikipedia/commons/d/db/G._Caillebotte_-_Voiliers_%C3%A0_Argenteuil.jpg,voiliers a argenteuil,gustave caillebotte,1888,impressionism
https://upload.wikimedia.org/wikipedia/commons/d/d3/G._Caillebotte_-_Homme_portant_une_blouse.jpg,homme portant une blouse,gustave caillebotte,1884,impressionism / realism
https://en.wikipedia.org/wiki/File:G._Caillebotte_-_Villas_%C3%A0_Trouville.jpg,villas a trouville,gustave caillebotte,1884,impressionism
https://upload.wikimedia.org/wikipedia/commons/c/cf/Gustave_Caillebotte%2C_1888%2C_La_plaine_de_Gennevilliers_vue_des_coteaux_d%27Argenteuil.jpg,la plaine de gennevilliers,gustave caillebotte,1888,impressionism
https://upload.wikimedia.org/wikipedia/commons/d/dc/Camille_Pissarro_-_Paisaje_tropical.jpg,landscape with farmhouses and palm trees,camille pissarro,1853,realism
https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Deux_femmes_causant_au_bord_de_la_mer%2C_Saint_Thomas_%28Camille_Pissarro%29_%E2%80%93_NGA_1985.64.30.jpg/1920px-Deux_femmes_causant_au_bord_de_la_mer%2C_Saint_Thomas_%28Camille_Pissarro%29_%E2%80%93_NGA_1985.64.30.jpg,two women chatting by the sea,camille pissarro,1856,realism
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Camille_Pissarro_Jalais_Hill%2C_Pontoise_The_Metropolitan_Museum_of_Art.jpg/1920px-Camille_Pissarro_Jalais_Hill%2C_Pontoise_The_Metropolitan_Museum_of_Art.jpg,jalais hill,camille pissarro,1867,realism / impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Camille_Pissarro_012.jpg/1920px-Camille_Pissarro_012.jpg,entree du village de voisins,camille pissarro,1872,impressionism
https://upload.wikimedia.org/wikipedia/commons/d/de/Road_to_Versailles_at_Louveciennes_1869_Camille_Pissarro.jpg,road to versailles,camille pissarro,1869,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Bath_Road%2C_London_by_Camille_Pissarro.jpg/1920px-Bath_Road%2C_London_by_Camille_Pissarro.jpg,"bath road, london",camille pissarro,1897,impressionism
https://upload.wikimedia.org/wikipedia/commons/1/15/Camille_Pissarro_-_The_Avenue%2C_Sydenham_%281871%29.jpg,"the avenue, sydenham",camille pissarro,1871,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Camille_Pissarro_023.jpg/1920px-Camille_Pissarro_023.jpg,landscape at pontoise,camille pissarro,1874,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Camille_Pissarro_%28French%2C_1830-1903%29_Le_grand_noyer_%C3%A0_l%27Hermitage.jpg/1920px-Camille_Pissarro_%28French%2C_1830-1903%29_Le_grand_noyer_%C3%A0_l%27Hermitage.jpg,le grand noyer a l'hermitage,camille pissarro,1875,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Camille_Pissarro%2C_Le_verger_%28The_Orchard%29%2C_1872.jpg/1920px-Camille_Pissarro%2C_Le_verger_%28The_Orchard%29%2C_1872.jpg,orchard in bloom,camille pissarro,1872,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Camille_Pissarro_-_The_Hay_Cart%2C_Montfoucault_-_Google_Art_Project.jpg/1920px-Camille_Pissarro_-_The_Hay_Cart%2C_Montfoucault_-_Google_Art_Project.jpg,the hay cart,camille pissarro,1879,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Hay_Harvest_at_%C3%89ragny%2C_1901%2C_Camille_Pissarro.jpg/1920px-Hay_Harvest_at_%C3%89ragny%2C_1901%2C_Camille_Pissarro.jpg,hay harvest at eragny,camille pissarro,1901,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Camille_Pissarro_-_La_R%C3%A9colte_des_Foins%2C_%C3%89ragny_-_Google_Art_Project.jpg/1920px-Camille_Pissarro_-_La_R%C3%A9colte_des_Foins%2C_%C3%89ragny_-_Google_Art_Project.jpg,"la recolte des foins, eragny",camille pissarro,1887,pointillism
https://upload.wikimedia.org/wikipedia/commons/3/3b/Pissarro_-_Pont_Boieldieu_in_Rouen%2C_Rainy_Weather.jpg,"pont boieldieu in rouen, rainy weather",camille pissarro,1896,impressionism
https://upload.wikimedia.org/wikipedia/commons/5/53/Camille_Pissarro_-_Self-portrait2_-_Tate_Britain.jpg,self-portrait,camille pissarro,1903,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Camille_Pissarro_-_Rue_Saint-Honor%C3%A9%2C_dans_l%27apr%C3%A8s-midi._Effet_de_pluie.jpg/1280px-Camille_Pissarro_-_Rue_Saint-Honor%C3%A9%2C_dans_l%27apr%C3%A8s-midi._Effet_de_pluie.jpg,"rue saint-honore, dans l'apres-midi. effet de pluie",camille pissarro,1897,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Camille_Pissarro_-_Boulevard_Montmartre%2C_Mardi_Gras_%281897%29.jpg/1920px-Camille_Pissarro_-_Boulevard_Montmartre%2C_Mardi_Gras_%281897%29.jpg,boulevard montmartre: mardi gras,camille pissarro,1897,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Camille_Pissarro_-_Boulevard_Montmartre%2C_morning%2C_cloudy_weather_-_Google_Art_Project.jpg/1920px-Camille_Pissarro_-_Boulevard_Montmartre%2C_morning%2C_cloudy_weather_-_Google_Art_Project.jpg,"boulevard montmartre, morning, cloudy weather",camille pissarro,1897,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/The_Boulevard_Montmartre_on_a_Winter_Morning.JPG/1920px-The_Boulevard_Montmartre_on_a_Winter_Morning.JPG,the boulevard montmartre on a winter morning,camille pissarro,1897,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Camille_Pissarro_-_Boulevard_Montmartre%2C_Spring_-_Google_Art_Project.jpg/1920px-Camille_Pissarro_-_Boulevard_Montmartre%2C_Spring_-_Google_Art_Project.jpg,"le boulevard de montmartre, matinee de printemps",camille pissarro,1897,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Pissarro_-_The_Boulevard_Montmartre_at_Night_%281897%29.jpg/1920px-Pissarro_-_The_Boulevard_Montmartre_at_Night_%281897%29.jpg,the boulevard montmartre at night,camille pissarro,1897,impressionism
https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Camille_Pissarro_-_A_Plaza_in_Caracas.jpg/1920px-Camille_Pissarro_-_A_Plaza_in_Caracas.jpg,a plaza in caracas,camille pissarro,1850-1852,realism
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Camille_Pissarro_-_All%C3%A9e_dans_une_f%C3%B4ret_%28sur_1859%29.jpg/1280px-Camille_Pissarro_-_All%C3%A9e_dans_une_f%C3%B4ret_%28sur_1859%29.jpg,allee dans une foret (road in a forest),camille pissarro,1859,realism
https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Camille_Pissarro_-_Le_Labourage%2C_B%C3%A9relles_%28PD_46%29.jpg/1920px-Camille_Pissarro_-_Le_Labourage%2C_B%C3%A9relles_%28PD_46%29.jpg,"working at berelles (le labourage, berelles)",camille pissarro,1860,realism
https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Camille_Pissarro_-_All%C3%A9e_dans_le_parc_de_Marly.jpg/1920px-Camille_Pissarro_-_All%C3%A9e_dans_le_parc_de_Marly.jpg,the woods at marly,camille pissarro,1871,impressionism
https://upload.wikimedia.org/wikipedia/commons/d/de/Road_to_Versailles_at_Louveciennes_1869_Camille_Pissarro.jpg,the road to versailles at louveciennes,camille pissarro,1869,impressionism
https://www.museothyssen.org/sites/default/files/imagen/2017-03/CTB.1993.8.jpg,"the road to versailles, louveciennes, winter sun and snow",camille pissarro,1870,impressionism
